index,note_name,start_time,duration,velocity,tempo
55,D-3,13.75,0.25,0,84
55,D3,13.75,0.25,0,84
55,E3,13.75,0.25,0,84
55,G-3,13.75,0.25,0,84
55,G3,13.75,0.25,0,84
56,B0,14.0,0.25,0,84
56,D-1,14.0,0.25,0,84
56,D1,14.0,0.25,0,84
56,E1,14.0,0.25,0,84
56,G-1,14.0,0.25,0,84
56,G1,14.0,0.25,0,84
56,A1,14.0,0.25,0,84
56,B1,14.0,0.25,0,84
56,D-2,14.0,0.25,0,84
56,D2,14.0,0.25,0,84
56,E2,14.0,0.25,0,84
56,G-2,14.0,0.25,0,84
56,G2,14.0,0.25,0,84
56,A2,14.0,0.25,0,84
56,B2,14.0,0.25,0,84
56,D-3,14.0,0.25,0,84
56,D3,14.0,0.25,0,84
56,E3,14.0,0.25,0,84
56,G-3,14.0,0.25,0,84
56,G3,14.0,0.25,0,84
57,B0,14.25,0.25,0,84
57,D-1,14.25,0.25,0,84
57,D1,14.25,0.25,0,84
57,E1,14.25,0.25,0,84
57,G-1,14.25,0.25,0,84
57,G1,14.25,0.25,0,84
57,A1,14.25,0.25,0,84
57,B1,14.25,0.25,0,84
57,D-2,14.25,0.25,0,84
57,D2,14.25,0.25,0,84
57,E2,14.25,0.25,0,84
57,G-2,14.25,0.25,0,84
57,G2,14.25,0.25,0,84
57,A2,14.25,0.25,0,84
57,B2,14.25,0.25,0,84
57,D-3,14.25,0.25,0,84
57,D3,14.25,0.25,0,84
57,E3,14.25,0.25,0,84
57,G-3,14.25,0.25,0,84
57,G3,14.25,0.25,0,84
58,B0,14.5,0.25,0,84
58,D-1,14.5,0.25,0,84
58,D1,14.5,0.25,0,84
58,E1,14.5,0.25,0,84
58,G-1,14.5,0.25,0,84
58,G1,14.5,0.25,0,84
58,A1,14.5,0.25,0,84
58,B1,14.5,0.25,0,84
58,D-2,14.5,0.25,0,84
58,D2,14.5,0.25,0,84
58,E2,14.5,0.25,0,84
58,G-2,14.5,0.25,0,84
58,G2,14.5,0.25,0,84
58,A2,14.5,0.25,0,84
58,B2,14.5,0.25,0,84
58,D-3,14.5,0.25,0,84
58,D3,14.5,0.25,0,84
58,E3,14.5,0.25,0,84
58,G-3,14.5,0.25,0,84
58,G3,14.5,0.25,0,84
59,B0,14.75,0.25,0,84
59,D-1,14.75,0.25,0,84
59,D1,14.75,0.25,0,84
59,E1,14.75,0.25,0,84
59,G-1,14.75,0.25,0,84
59,G1,14.75,0.25,0,84
59,A1,14.75,0.25,0,84
59,B1,14.75,0.25,0,84
59,D-2,14.75,0.25,0,84
59,D2,14.75,0.25,0,84
59,E2,14.75,0.25,0,84
59,G-2,14.75,0.25,0,84
59,G2,14.75,0.25,0,84
59,A2,14.75,0.25,0,84
59,B2,14.75,0.25,0,84
59,D-3,14.75,0.25,0,84
59,D3,14.75,0.25,0,84
59,E3,14.75,0.25,0,84
59,G-3,14.75,0.25,0,84
59,G3,14.75,0.25,0,84
60,B0,15.0,0.25,0,84
60,D-1,15.0,0.25,0,84
60,D1,15.0,0.25,0,84
60,E1,15.0,0.25,0,84
60,G-1,15.0,0.25,0,84
60,G1,15.0,0.25,0,84
60,A1,15.0,0.25,0,84
60,B1,15.0,0.25,0,84
60,D-2,15.0,0.25,0,84
60,D2,15.0,0.25,0,84
60,E2,15.0,0.25,0,84
60,G-2,15.0,0.25,0,84
60,G2,15.0,0.25,0,84
60,A2,15.0,0.25,0,84
60,B2,15.0,0.25,0,84
60,D-3,15.0,0.25,0,84
60,D3,15.0,0.25,0,84
60,E3,15.0,0.25,0,84
60,G-3,15.0,0.25,0,84
60,G3,15.0,0.25,0,84
61,B0,15.25,0.25,0,84
61,D-1,15.25,0.25,0,84
61,D1,15.25,0.25,0,84
61,E1,15.25,0.25,0,84
61,G-1,15.25,0.25,0,84
61,G1,15.25,0.25,0,84
61,A1,15.25,0.25,0,84
61,B1,15.25,0.25,0,84
61,D-2,15.25,0.25,0,84
61,D2,15.25,0.25,0,84
61,E2,15.25,0.25,0,84
61,G-2,15.25,0.25,0,84
61,G2,15.25,0.25,0,84
61,A2,15.25,0.25,0,84
61,B2,15.25,0.25,0,84
61,D-3,15.25,0.25,0,84
61,D3,15.25,0.25,0,84
61,E3,15.25,0.25,0,84
61,G-3,15.25,0.25,0,84
61,G3,15.25,0.25,0,84
62,B0,15.5,0.25,0,84
62,D-1,15.5,0.25,0,84
62,D1,15.5,0.25,0,84
62,E1,15.5,0.25,0,84
62,G-1,15.5,0.25,0,84
62,G1,15.5,0.25,0,84
62,A1,15.5,0.25,0,84
62,B1,15.5,0.25,0,84
62,D-2,15.5,0.25,0,84
62,D2,15.5,0.25,0,84
62,E2,15.5,0.25,0,84
62,G-2,15.5,0.25,0,84
62,G2,15.5,0.25,0,84
62,A2,15.5,0.25,0,84
62,B2,15.5,0.25,0,84
62,D-3,15.5,0.25,0,84
62,D3,15.5,0.25,0,84
62,E3,15.5,0.25,0,84
62,G-3,15.5,0.25,0,84
62,G3,15.5,0.25,0,84
63,B0,15.75,0.25,0,84
63,D-1,15.75,0.25,0,84
63,D1,15.75,0.25,0,84
63,E1,15.75,0.25,0,84
63,G-1,15.75,0.25,0,84
63,G1,15.75,0.25,0,84
63,A1,15.75,0.25,0,84
63,B1,15.75,0.25,0,84
63,D-2,15.75,0.25,0,84
63,D2,15.75,0.25,0,84
63,E2,15.75,0.25,0,84
63,G-2,15.75,0.25,0,84
63,G2,15.75,0.25,0,84
63,A2,15.75,0.25,0,84
63,B2,15.75,0.25,0,84
63,D-3,15.75,0.25,0,84
63,D3,15.75,0.25,0,84
63,E3,15.75,0.25,0,84
63,G-3,15.75,0.25,0,84
63,G3,15.75,0.25,0,84
64,B0,16.0,0.25,0,84
64,D-1,16.0,0.25,0,84
64,D1,16.0,0.25,0,84
64,E1,16.0,0.25,0,84
64,G-1,16.0,0.25,0,84
64,G1,16.0,0.25,0,84
64,A1,16.0,0.25,0,84
64,B1,16.0,0.25,0,84
64,D-2,16.0,0.25,0,84
64,D2,16.0,0.25,0,84
64,E2,16.0,0.25,0,84
64,G-2,16.0,0.25,0,84
64,G2,16.0,0.25,0,84
64,A2,16.0,0.25,0,84
64,B2,16.0,0.25,0,84
64,D-3,16.0,0.25,0,84
64,D3,16.0,0.25,0,84
64,E3,16.0,0.25,0,84
64,G-3,16.0,0.25,0,84
64,G3,16.0,0.25,0,84
65,B0,16.25,0.25,0,84
65,D-1,16.25,0.25,0,84
65,D1,16.25,0.25,0,84
65,E1,16.25,0.25,0,84
65,G-1,16.25,0.25,0,84
65,G1,16.25,0.25,0,84
65,A1,16.25,0.25,0,84
65,B1,16.25,0.25,0,84
65,D-2,16.25,0.25,0,84
65,D2,16.25,0.25,0,84
65,E2,16.25,0.25,0,84
65,G-2,16.25,0.25,0,84
65,G2,16.25,0.25,0,84
65,A2,16.25,0.25,0,84
65,B2,16.25,0.25,0,84
65,D-3,16.25,0.25,0,84
65,D3,16.25,0.25,0,84
65,E3,16.25,0.25,0,84
65,G-3,16.25,0.25,0,84
65,G3,16.25,0.25,0,84
66,B0,16.5,0.25,0,84
66,D-1,16.5,0.25,0,84
66,D1,16.5,0.25,0,84
66,E1,16.5,0.25,0,84
66,G-1,16.5,0.25,0,84
66,G1,16.5,0.25,0,84
66,A1,16.5,0.25,0,84
66,B1,16.5,0.25,0,84
66,D-2,16.5,0.25,0,84
66,D2,16.5,0.25,0,84
66,E2,16.5,0.25,0,84
66,G-2,16.5,0.25,0,84
66,G2,16.5,0.25,0,84
66,A2,16.5,0.25,0,84
66,B2,16.5,0.25,0,84
66,D-3,16.5,0.25,0,84
66,D3,16.5,0.25,0,84
66,E3,16.5,0.25,0,84
66,G-3,16.5,0.25,0,84
66,G3,16.5,0.25,0,84
67,B0,16.75,0.25,0,84
67,D-1,16.75,0.25,0,84
67,D1,16.75,0.25,0,84
67,E1,16.75,0.25,0,84
67,G-1,16.75,0.25,0,84
67,G1,16.75,0.25,0,84
67,A1,16.75,0.25,0,84
67,B1,16.75,0.25,0,84
67,D-2,16.75,0.25,0,84
67,D2,16.75,0.25,0,84
67,E2,16.75,0.25,0,84
67,G-2,16.75,0.25,0,84
67,G2,16.75,0.25,0,84
67,A2,16.75,0.25,0,84
67,B2,16.75,0.25,0,84
67,D-3,16.75,0.25,0,84
67,D3,16.75,0.25,0,84
67,E3,16.75,0.25,0,84
67,G-3,16.75,0.25,0,84
67,G3,16.75,0.25,0,84
68,B0,17.0,0.25,0,84
68,D-1,17.0,0.25,0,84
68,D1,17.0,0.25,0,84
68,E1,17.0,0.25,0,84
68,G-1,17.0,0.25,0,84
68,G1,17.0,0.25,0,84
68,A1,17.0,0.25,0,84
68,B1,17.0,0.25,0,84
68,D-2,17.0,0.25,0,84
68,D2,17.0,0.25,0,84
68,E2,17.0,0.25,0,84
68,G-2,17.0,0.25,0,84
68,G2,17.0,0.25,0,84
68,A2,17.0,0.25,0,84
68,B2,17.0,0.25,0,84
68,D-3,17.0,0.25,0,84
68,D3,17.0,0.25,0,84
68,E3,17.0,0.25,0,84
68,G-3,17.0,0.25,0,84
68,G3,17.0,0.25,0,84
69,B0,17.25,0.25,0,84
69,D-1,17.25,0.25,0,84
69,D1,17.25,0.25,0,84
69,E1,17.25,0.25,0,84
69,G-1,17.25,0.25,0,84
69,G1,17.25,0.25,0,84
69,A1,17.25,0.25,0,84
69,B1,17.25,0.25,0,84
69,D-2,17.25,0.25,0,84
69,D2,17.25,0.25,0,84
69,E2,17.25,0.25,0,84
69,G-2,17.25,0.25,0,84
69,G2,17.25,0.25,0,84
69,A2,17.25,0.25,0,84
69,B2,17.25,0.25,0,84
69,D-3,17.25,0.25,0,84
69,D3,17.25,0.25,0,84
69,E3,17.25,0.25,0,84
69,G-3,17.25,0.25,0,84
69,G3,17.25,0.25,0,84
70,B0,17.5,0.25,0,84
70,D-1,17.5,0.25,0,84
70,D1,17.5,0.25,0,84
70,E1,17.5,0.25,0,84
70,G-1,17.5,0.25,0,84
70,G1,17.5,0.25,0,84
70,A1,17.5,0.25,0,84
70,B1,17.5,0.25,0,84
70,D-2,17.5,0.25,0,84
70,D2,17.5,0.25,0,84
70,E2,17.5,0.25,0,84
70,G-2,17.5,0.25,0,84
70,G2,17.5,0.25,0,84
70,A2,17.5,0.25,0,84
70,B2,17.5,0.25,0,84
70,D-3,17.5,0.25,0,84
70,D3,17.5,0.25,0,84
70,E3,17.5,0.25,0,84
70,G-3,17.5,0.25,0,84
70,G3,17.5,0.25,0,84
71,B0,17.75,0.25,0,84
71,D-1,17.75,0.25,0,84
71,D1,17.75,0.25,0,84
71,E1,17.75,0.25,0,84
71,G-1,17.75,0.25,0,84
71,G1,17.75,0.25,0,84
71,A1,17.75,0.25,0,84
71,B1,17.75,0.25,0,84
71,D-2,17.75,0.25,0,84
71,D2,17.75,0.25,0,84
71,E2,17.75,0.25,0,84
71,G-2,17.75,0.25,0,84
71,G2,17.75,0.25,0,84
71,A2,17.75,0.25,0,84
71,B2,17.75,0.25,0,84
71,D-3,17.75,0.25,0,84
71,D3,17.75,0.25,0,84
71,E3,17.75,0.25,0,84
71,G-3,17.75,0.25,0,84
71,G3,17.75,0.25,0,84
72,B0,18.0,0.25,0,84
72,D-1,18.0,0.25,0,84
72,D1,18.0,0.25,0,84
72,E1,18.0,0.25,0,84
72,G-1,18.0,0.25,0,84
72,G1,18.0,0.25,0,84
72,A1,18.0,0.25,0,84
72,B1,18.0,0.25,0,84
72,D-2,18.0,0.25,0,84
72,D2,18.0,0.25,0,84
72,E2,18.0,0.25,0,84
72,G-2,18.0,0.25,0,84
72,G2,18.0,0.25,0,84
72,A2,18.0,0.25,0,84
72,B2,18.0,0.25,0,84
72,D-3,18.0,0.25,0,84
72,D3,18.0,0.25,0,84
72,E3,18.0,0.25,0,84
72,G-3,18.0,0.25,0,84
72,G3,18.0,0.25,0,84
73,B0,18.25,0.25,0,84
73,D-1,18.25,0.25,0,84
73,D1,18.25,0.25,0,84
73,E1,18.25,0.25,0,84
73,G-1,18.25,0.25,0,84
73,G1,18.25,0.25,0,84
73,A1,18.25,0.25,0,84
73,B1,18.25,0.25,0,84
73,D-2,18.25,0.25,0,84
73,D2,18.25,0.25,0,84
73,E2,18.25,0.25,0,84
73,G-2,18.25,0.25,0,84
73,G2,18.25,0.25,0,84
73,A2,18.25,0.25,0,84
73,B2,18.25,0.25,0,84
73,D-3,18.25,0.25,0,84
73,D3,18.25,0.25,0,84
73,E3,18.25,0.25,0,84
73,G-3,18.25,0.25,0,84
73,G3,18.25,0.25,0,84
74,B0,18.5,0.25,0,84
74,D-1,18.5,0.25,0,84
74,D1,18.5,0.25,0,84
74,E1,18.5,0.25,0,84
74,G-1,18.5,0.25,0,84
74,G1,18.5,0.25,0,84
74,A1,18.5,0.25,0,84
74,B1,18.5,0.25,0,84
74,D-2,18.5,0.25,0,84
74,D2,18.5,0.25,0,84
74,E2,18.5,0.25,0,84
74,G-2,18.5,0.25,0,84
74,G2,18.5,0.25,0,84
74,A2,18.5,0.25,0,84
74,B2,18.5,0.25,0,84
74,D-3,18.5,0.25,0,84
74,D3,18.5,0.25,0,84
74,E3,18.5,0.25,0,84
74,G-3,18.5,0.25,0,84
74,G3,18.5,0.25,0,84
75,B0,18.75,0.25,0,84
75,D-1,18.75,0.25,0,84
75,D1,18.75,0.25,0,84
75,E1,18.75,0.25,0,84
75,G-1,18.75,0.25,0,84
75,G1,18.75,0.25,0,84
75,A1,18.75,0.25,0,84
75,B1,18.75,0.25,0,84
75,D-2,18.75,0.25,0,84
75,D2,18.75,0.25,0,84
75,E2,18.75,0.25,0,84
75,G-2,18.75,0.25,0,84
75,G2,18.75,0.25,0,84
75,A2,18.75,0.25,0,84
75,B2,18.75,0.25,0,84
75,D-3,18.75,0.25,0,84
75,D3,18.75,0.25,0,84
75,E3,18.75,0.25,0,84
75,G-3,18.75,0.25,0,84
75,G3,18.75,0.25,0,84
76,B0,19.0,0.25,0,84
76,D-1,19.0,0.25,0,84
76,D1,19.0,0.25,0,84
76,E1,19.0,0.25,0,84
76,G-1,19.0,0.25,0,84
76,G1,19.0,0.25,0,84
76,A1,19.0,0.25,0,84
76,B1,19.0,0.25,0,84
76,D-2,19.0,0.25,0,84
76,D2,19.0,0.25,0,84
76,E2,19.0,0.25,0,84
76,G-2,19.0,0.25,0,84
76,G2,19.0,0.25,0,84
76,A2,19.0,0.25,0,84
76,B2,19.0,0.25,0,84
76,D-3,19.0,0.25,0,84
76,D3,19.0,0.25,0,84
76,E3,19.0,0.25,0,84
76,G-3,19.0,0.25,0,84
76,G3,19.0,0.25,0,84
77,B0,19.25,0.25,0,84
77,D-1,19.25,0.25,0,84
77,D1,19.25,0.25,0,84
77,E1,19.25,0.25,0,84
77,G-1,19.25,0.25,0,84
77,G1,19.25,0.25,0,84
77,A1,19.25,0.25,0,84
77,B1,19.25,0.25,0,84
77,D-2,19.25,0.25,0,84
77,D2,19.25,0.25,0,84
77,E2,19.25,0.25,0,84
77,G-2,19.25,0.25,0,84
77,G2,19.25,0.25,0,84
77,A2,19.25,0.25,0,84
77,B2,19.25,0.25,0,84
77,D-3,19.25,0.25,0,84
77,D3,19.25,0.25,0,84
77,E3,19.25,0.25,0,84
77,G-3,19.25,0.25,0,84
77,G3,19.25,0.25,0,84
78,B0,19.5,0.25,0,84
78,D-1,19.5,0.25,0,84
78,D1,19.5,0.25,0,84
78,E1,19.5,0.25,0,84
78,G-1,19.5,0.25,0,84
78,G1,19.5,0.25,0,84
78,A1,19.5,0.25,0,84
78,B1,19.5,0.25,0,84
78,D-2,19.5,0.25,0,84
78,D2,19.5,0.25,0,84
78,E2,19.5,0.25,0,84
78,G-2,19.5,0.25,0,84
78,G2,19.5,0.25,0,84
78,A2,19.5,0.25,0,84
78,B2,19.5,0.25,0,84
78,D-3,19.5,0.25,0,84
78,D3,19.5,0.25,0,84
78,E3,19.5,0.25,0,84
78,G-3,19.5,0.25,0,84
78,G3,19.5,0.25,0,84
79,B0,19.75,0.25,0,84
79,D-1,19.75,0.25,0,84
79,D1,19.75,0.25,0,84
79,E1,19.75,0.25,0,84
79,G-1,19.75,0.25,0,84
79,G1,19.75,0.25,0,84
79,A1,19.75,0.25,0,84
79,B1,19.75,0.25,0,84
79,D-2,19.75,0.25,0,84
79,D2,19.75,0.25,0,84
79,E2,19.75,0.25,0,84
79,G-2,19.75,0.25,0,84
79,G2,19.75,0.25,0,84
79,A2,19.75,0.25,0,84
79,B2,19.75,0.25,0,84
79,D-3,19.75,0.25,0,84
79,D3,19.75,0.25,0,84
79,E3,19.75,0.25,0,84
79,G-3,19.75,0.25,0,84
79,G3,19.75,0.25,0,84
80,B0,20.0,0.25,0,84
80,D-1,20.0,0.25,0,84
80,D1,20.0,0.25,0,84
80,E1,20.0,0.25,0,84
80,G-1,20.0,0.25,0,84
80,G1,20.0,0.25,0,84
80,A1,20.0,0.25,0,84
80,B1,20.0,0.25,0,84
80,D-2,20.0,0.25,0,84
80,D2,20.0,0.25,0,84
80,E2,20.0,0.25,0,84
80,G-2,20.0,0.25,0,84
80,G2,20.0,0.25,0,84
80,A2,20.0,0.25,0,84
80,B2,20.0,0.25,0,84
80,D-3,20.0,0.25,0,84
80,D3,20.0,0.25,0,84
80,E3,20.0,0.25,0,84
80,G-3,20.0,0.25,0,84
80,G3,20.0,0.25,0,84
81,B0,20.25,0.25,0,84
81,D-1,20.25,0.25,0,84
81,D1,20.25,0.25,0,84
81,E1,20.25,0.25,0,84
81,G-1,20.25,0.25,0,84
81,G1,20.25,0.25,0,84
81,A1,20.25,0.25,0,84
81,B1,20.25,0.25,0,84
81,D-2,20.25,0.25,0,84
81,D2,20.25,0.25,0,84
81,E2,20.25,0.25,0,84
81,G-2,20.25,0.25,0,84
81,G2,20.25,0.25,0,84
81,A2,20.25,0.25,0,84
81,B2,20.25,0.25,0,84
81,D-3,20.25,0.25,0,84
81,D3,20.25,0.25,0,84
81,E3,20.25,0.25,0,84
81,G-3,20.25,0.25,0,84
81,G3,20.25,0.25,0,84
82,B0,20.5,0.25,0,84
82,D-1,20.5,0.25,0,84
82,D1,20.5,0.25,0,84
82,E1,20.5,0.25,0,84
82,G-1,20.5,0.25,0,84
82,G1,20.5,0.25,0,84
82,A1,20.5,0.25,0,84
82,B1,20.5,0.25,0,84
82,D-2,20.5,0.25,0,84
82,D2,20.5,0.25,0,84
82,E2,20.5,0.25,0,84
82,G-2,20.5,0.25,0,84
82,G2,20.5,0.25,0,84
82,A2,20.5,0.25,0,84
82,B2,20.5,0.25,0,84
82,D-3,20.5,0.25,0,84
82,D3,20.5,0.25,0,84
82,E3,20.5,0.25,0,84
82,G-3,20.5,0.25,0,84
82,G3,20.5,0.25,0,84
83,B0,20.75,0.25,0,84
83,D-1,20.75,0.25,0,84
83,D1,20.75,0.25,0,84
83,E1,20.75,0.25,0,84
83,G-1,20.75,0.25,0,84
83,G1,20.75,0.25,0,84
83,A1,20.75,0.25,0,84
83,B1,20.75,0.25,0,84
83,D-2,20.75,0.25,0,84
83,D2,20.75,0.25,0,84
83,E2,20.75,0.25,0,84
83,G-2,20.75,0.25,0,84
83,G2,20.75,0.25,0,84
83,A2,20.75,0.25,0,84
83,B2,20.75,0.25,0,84
83,D-3,20.75,0.25,0,84
83,D3,20.75,0.25,0,84
83,E3,20.75,0.25,0,84
83,G-3,20.75,0.25,0,84
83,G3,20.75,0.25,0,84
84,B0,21.0,0.25,0,84
84,D-1,21.0,0.25,0,84
84,D1,21.0,0.25,0,84
84,E1,21.0,0.25,0,84
84,G-1,21.0,0.25,0,84
84,G1,21.0,0.25,0,84
84,A1,21.0,0.25,0,84
84,B1,21.0,0.25,0,84
84,D-2,21.0,0.25,0,84
84,D2,21.0,0.25,0,84
84,E2,21.0,0.25,0,84
84,G-2,21.0,0.25,0,84
84,G2,21.0,0.25,0,84
84,A2,21.0,0.25,0,84
84,B2,21.0,0.25,0,84
84,D-3,21.0,0.25,0,84
84,D3,21.0,0.25,0,84
84,E3,21.0,0.25,0,84
84,G-3,21.0,0.25,0,84
84,G3,21.0,0.25,0,84
85,B0,21.25,0.25,0,84
85,D-1,21.25,0.25,0,84
85,D1,21.25,0.25,0,84
85,E1,21.25,0.25,0,84
85,G-1,21.25,0.25,0,84
85,G1,21.25,0.25,0,84
85,A1,21.25,0.25,0,84
85,B1,21.25,0.25,0,84
85,D-2,21.25,0.25,0,84
85,D2,21.25,0.25,0,84
85,E2,21.25,0.25,0,84
85,G-2,21.25,0.25,0,84
85,G2,21.25,0.25,0,84
85,A2,21.25,0.25,0,84
85,B2,21.25,0.25,0,84
85,D-3,21.25,0.25,0,84
85,D3,21.25,0.25,0,84
85,E3,21.25,0.25,0,84
85,G-3,21.25,0.25,0,84
85,G3,21.25,0.25,0,84
86,B0,21.5,0.25,0,84
86,D-1,21.5,0.25,0,84
86,D1,21.5,0.25,0,84
86,E1,21.5,0.25,0,84
86,G-1,21.5,0.25,0,84
86,G1,21.5,0.25,0,84
86,A1,21.5,0.25,0,84
86,B1,21.5,0.25,0,84
86,D-2,21.5,0.25,0,84
86,D2,21.5,0.25,0,84
86,E2,21.5,0.25,0,84
86,G-2,21.5,0.25,0,84
86,G2,21.5,0.25,0,84
86,A2,21.5,0.25,0,84
86,B2,21.5,0.25,0,84
86,D-3,21.5,0.25,0,84
86,D3,21.5,0.25,0,84
86,E3,21.5,0.25,0,84
86,G-3,21.5,0.25,0,84
86,G3,21.5,0.25,0,84
87,B0,21.75,0.25,0,84
87,D-1,21.75,0.25,0,84
87,D1,21.75,0.25,0,84
87,E1,21.75,0.25,0,84
87,G-1,21.75,0.25,0,84
87,G1,21.75,0.25,0,84
87,A1,21.75,0.25,0,84
87,B1,21.75,0.25,0,84
87,D-2,21.75,0.25,0,84
87,D2,21.75,0.25,0,84
87,E2,21.75,0.25,0,84
87,G-2,21.75,0.25,0,84
87,G2,21.75,0.25,0,84
87,A2,21.75,0.25,0,84
87,B2,21.75,0.25,0,84
87,D-3,21.75,0.25,0,84
87,D3,21.75,0.25,0,84
87,E3,21.75,0.25,0,84
87,G-3,21.75,0.25,0,84
87,G3,21.75,0.25,0,84
88,B0,22.0,0.25,0,84
88,D-1,22.0,0.25,0,84
88,D1,22.0,0.25,0,84
88,E1,22.0,0.25,0,84
88,G-1,22.0,0.25,0,84
88,G1,22.0,0.25,0,84
88,A1,22.0,0.25,0,84
88,B1,22.0,0.25,0,84
88,D-2,22.0,0.25,0,84
88,D2,22.0,0.25,0,84
88,E2,22.0,0.25,0,84
88,G-2,22.0,0.25,0,84
88,G2,22.0,0.25,0,84
88,A2,22.0,0.25,0,84
88,B2,22.0,0.25,0,84
88,D-3,22.0,0.25,0,84
88,D3,22.0,0.25,0,84
88,E3,22.0,0.25,0,84
88,G-3,22.0,0.25,0,84
88,G3,22.0,0.25,0,84
89,B0,22.25,0.25,0,84
89,D-1,22.25,0.25,0,84
89,D1,22.25,0.25,0,84
89,E1,22.25,0.25,0,84
89,G-1,22.25,0.25,0,84
89,G1,22.25,0.25,0,84
89,A1,22.25,0.25,0,84
89,B1,22.25,0.25,0,84
89,D-2,22.25,0.25,0,84
89,D2,22.25,0.25,0,84
89,E2,22.25,0.25,0,84
89,G-2,22.25,0.25,0,84
89,G2,22.25,0.25,0,84
89,A2,22.25,0.25,0,84
89,B2,22.25,0.25,0,84
89,D-3,22.25,0.25,0,84
89,D3,22.25,0.25,0,84
89,E3,22.25,0.25,0,84
89,G-3,22.25,0.25,0,84
89,G3,22.25,0.25,0,84
90,B0,22.5,0.25,0,84
90,D-1,22.5,0.25,0,84
90,D1,22.5,0.25,0,84
90,E1,22.5,0.25,0,84
90,G-1,22.5,0.25,0,84
90,G1,22.5,0.25,0,84
90,A1,22.5,0.25,0,84
90,B1,22.5,0.25,0,84
90,D-2,22.5,0.25,0,84
90,D2,22.5,0.25,0,84
90,E2,22.5,0.25,0,84
90,G-2,22.5,0.25,0,84
90,G2,22.5,0.25,0,84
90,A2,22.5,0.25,0,84
90,B2,22.5,0.25,0,84
90,D-3,22.5,0.25,0,84
90,D3,22.5,0.25,0,84
90,E3,22.5,0.25,0,84
90,G-3,22.5,0.25,0,84
90,G3,22.5,0.25,0,84
91,B0,22.75,0.25,0,84
91,D-1,22.75,0.25,0,84
91,D1,22.75,0.25,0,84
91,E1,22.75,0.25,0,84
91,G-1,22.75,0.25,0,84
91,G1,22.75,0.25,0,84
91,A1,22.75,0.25,0,84
91,B1,22.75,0.25,0,84
91,D-2,22.75,0.25,0,84
91,D2,22.75,0.25,0,84
91,E2,22.75,0.25,0,84
91,G-2,22.75,0.25,0,84
91,G2,22.75,0.25,0,84
91,A2,22.75,0.25,0,84
91,B2,22.75,0.25,0,84
91,D-3,22.75,0.25,0,84
91,D3,22.75,0.25,0,84
91,E3,22.75,0.25,0,84
91,G-3,22.75,0.25,0,84
91,G3,22.75,0.25,0,84
92,B0,23.0,0.25,0,84
92,D-1,23.0,0.25,0,84
92,D1,23.0,0.25,0,84
92,E1,23.0,0.25,0,84
92,G-1,23.0,0.25,0,84
92,G1,23.0,0.25,0,84
92,A1,23.0,0.25,0,84
92,B1,23.0,0.25,0,84
92,D-2,23.0,0.25,0,84
92,D2,23.0,0.25,0,84
92,E2,23.0,0.25,0,84
92,G-2,23.0,0.25,0,84
92,G2,23.0,0.25,0,84
92,A2,23.0,0.25,0,84
92,B2,23.0,0.25,0,84
92,D-3,23.0,0.25,0,84
92,D3,23.0,0.25,0,84
92,E3,23.0,0.25,0,84
92,G-3,23.0,0.25,0,84
92,G3,23.0,0.25,0,84
93,B0,23.25,0.25,0,84
93,D-1,23.25,0.25,0,84
93,D1,23.25,0.25,0,84
93,E1,23.25,0.25,0,84
93,G-1,23.25,0.25,0,84
93,G1,23.25,0.25,0,84
93,A1,23.25,0.25,0,84
93,B1,23.25,0.25,0,84
93,D-2,23.25,0.25,0,84
93,D2,23.25,0.25,0,84
93,E2,23.25,0.25,0,84
93,G-2,23.25,0.25,0,84
93,G2,23.25,0.25,0,84
93,A2,23.25,0.25,0,84
93,B2,23.25,0.25,0,84
93,D-3,23.25,0.25,0,84
93,D3,23.25,0.25,0,84
93,E3,23.25,0.25,0,84
93,G-3,23.25,0.25,0,84
93,G3,23.25,0.25,0,84
94,B0,23.5,0.25,0,84
94,D-1,23.5,0.25,0,84
94,D1,23.5,0.25,0,84
94,E1,23.5,0.25,0,84
94,G-1,23.5,0.25,0,84
94,G1,23.5,0.25,0,84
94,A1,23.5,0.25,0,84
94,B1,23.5,0.25,0,84
94,D-2,23.5,0.25,0,84
94,D2,23.5,0.25,0,84
94,E2,23.5,0.25,0,84
94,G-2,23.5,0.25,0,84
94,G2,23.5,0.25,0,84
94,A2,23.5,0.25,0,84
94,B2,23.5,0.25,0,84
94,D-3,23.5,0.25,0,84
94,D3,23.5,0.25,0,84
94,E3,23.5,0.25,0,84
94,G-3,23.5,0.25,0,84
94,G3,23.5,0.25,0,84
95,B0,23.75,0.25,0,84
95,D-1,23.75,0.25,0,84
95,D1,23.75,0.25,0,84
95,E1,23.75,0.25,0,84
95,G-1,23.75,0.25,0,84
95,G1,23.75,0.25,0,84
95,A1,23.75,0.25,0,84
95,B1,23.75,0.25,0,84
95,D-2,23.75,0.25,0,84
95,D2,23.75,0.25,0,84
95,E2,23.75,0.25,0,84
95,G-2,23.75,0.25,0,84
95,G2,23.75,0.25,0,84
95,A2,23.75,0.25,0,84
95,B2,23.75,0.25,0,84
95,D-3,23.75,0.25,0,84
95,D3,23.75,0.25,0,84
95,E3,23.75,0.25,0,84
95,G-3,23.75,0.25,0,84
95,G3,23.75,0.25,0,84
96,B0,24.0,0.25,0,84
96,D-1,24.0,0.25,0,84
96,D1,24.0,0.25,0,84
